Ship Name,Year,Location,Cause,Lives Lost,Ship Value,Cargo Value,Vessel Type
Coastwise shipwreck (1920),1920,Monmouth Beach E 30 mi,Foundered,0,,,Tug steam
Cogensville shipwreck (1928),1928,Barnegat Light E,"Broke loose while in tow of ""Baldrock""",4,84000.0,,Schooner - Barge
Cohasset shipwreck (1926),1926,Brigantine Gas Buoy,Damaged in storm,0,50000.0,,Schooner
Coimbra shipwreck (1942),1942,Moriches Bay S 20 mi,Unknown,0,,,Tanker
Colon (1884) shipwreck (1884),1884,Sandy Hook Romer Shoal,Stranded,0,200000.0,75000.0,Steamship
Colon (1913) shipwreck (1913),1913,Monmouth Beach LSS E 1 mi,Stranded,0,650000.0,600000.0,Steamship
Colonel shipwreck (1932),1932,"Longport, NJ",Burned,0,,,Motor vessel
Colonel James Page shipwreck (1855),1855,Corsons Inlet,Wrecked,0,,,Schooner
Colonel Rucker shipwreck (1890),1890,Egg Island Light,Foundered,0,,,Merchant steamer
Colorado shipwreck (1865),1865,Townsends Inlet,Grounded,0,,,Schooner
Columbia #8 (031883) shipwreck (1883),1883,Sandy Hook SE 45 mi,"Collision w/ ""Rotterdam""",0,16000.0,,Pilot schooner
Columbia #8 (121883) shipwreck (1883),1883,Sandy Hook,"Collision w/ ""Alaska""",10,16000.0,,Pilot schooner
Columbia (1806) shipwreck (1806),1806,Little Egg Harbor,Lost,0,,,Merchantman
Columbia (1828) shipwreck (1828),1828,Deal Beach,Grounded,0,,,Packet ship
Columbia (1912) shipwreck (1912),1912,Sandy Hook,Unknown,5,300.0,,Launch
Columbus (1852) shipwreck (1852),1852,Little Egg Harbor Inlet Outer Bar,Stranded,0,,,Unknown
Columbus (1855) shipwreck (1855),1855,Deal Beach,Stranded,0,,,Schooner
Colville shipwreck (1877),1877,Unknown,Stranded,0,,,Schooner
Commack shipwreck (1925),1925,Sandy Hook,Stranded,0,,1875.0,Schooner
Commander shipwreck (1881),1881,Sandy Hook LSS W 1.5 mi,Stranded,0,6500.0,1400.0,Schooner
Commerce # 3 shipwreck (1852),1852,Unknown,Lost,9,,,Pilot boat
Commerce (1841) shipwreck (1841),1841,Sandy Hook Light S,Stranded,0,,,Schooner
Commerce (1855) shipwreck (1855),1855,Sandy Hook,Stranded,0,,,Brig
Commodore (1891) shipwreck (1891),1891,Absecon LSS S 2.25 mi,Stranded,0,2500.0,300.0,Schooner
Commodore (1894) shipwreck (1894),1894,Little Egg LSS S 1.5 mi,Grounded,0,1300.0,150.0,Schooner
Commodore (1900) shipwreck (1900),1900,Five Fathom Bank,Grounded,0,1000.0,,Schooner
Commodore Barry shipwreck (1807),1807,Delaware Bay,Grounded,0,,,Brig
Commodore T H Allen shipwreck (1901),1901,Sandy Hook,Stranded; Burned,0,,,Ship
Commonwealth (1882) shipwreck (1882),1882,Sandy Hook,Disabled; engine trouble,0,12000.0,10000.0,Steamship
Commonwealth (1883) shipwreck (1883),1883,Seabright E 1 mi,"Collision w/ ""Ariel Patterson""",0,20000.0,10000.0,Steamship
Commonwealth (1888) shipwreck (1888),1888,Cape May LSS S .75 mi,Stranded,0,20000.0,7000.0,Steamship
Commonwealth (1889) shipwreck (1889),1889,Townsends Inlet North bar,Stranded,0,20000.0,14500.0,Steamship
Compass Rose shipwreck (1966),1966,Atlantic Highlands E 5 mi,Burned,0,,,Motor vessel gas
Concord (1806) shipwreck (1806),1806,Little Egg Harbor,Stranded,0,,,Ship
Concord (1817) shipwreck (1817),1817,Cape May,Stranded,0,,,Schooner
Concrete Vessel shipwreck (unknown),Unknown,Sandy Hook Military Reserve,Unknown,0,,,Concrete vessel
Conde De Luchana shipwreck (1851),1851,Long Beach Island,Unknown,0,,,Schooner
Condor shipwreck (1854),1854,Highlands E 20 mi,Leaking badly,0,,,Bark
Condova shipwreck (1877),1877,Cape May Point,Stranded,0,3500.0,,Schooner
Confidence (1842) shipwreck (1842),1842,New Jersey coast,Wrecked; Abandoned,0,,,Schooner
Confidence (1919) shipwreck (1919),1919,"Newark, NJ",Burned,0,,,Barge
Congress (1879) shipwreck (1879),1879,Townsends Inlet North bar,Stranded,0,3000.0,250.0,Schooner
Congress (1894) shipwreck (1894),1894,Hereford Inlet,Grounded,0,1000.0,400.0,Schooner
Conquistadore shipwreck (1884),1884,Barnegat SE 20 mi,Lost sails in gale,0,,,Bark
Constellation (1844) shipwreck (1844),1844,At sea,Lost at sea,0,,,Schooner
Constellation (1972) shipwreck (1972),1972,Cape May SE 50 mi,In distress; lost radio,1,,,Yacht sail
Constitution (1877) shipwreck (1877),1877,Cold Spring Inlet South bar,Stranded,0,1000.0,300.0,Schooner
Constitution (1959) shipwreck (1959),1959,Squan Inlet S 5 mi,"Collision w/ ""Jalanta"" in fog",0,,,Passenger liner
Content shipwreck (1769),1769,Cape May,Stranded,0,,,Brig
Continent shipwreck (1942),1942,Seabright E 7 mi,"Collision w/ ""Byron D Benson""",1,,,Freighter
Convoy shipwreck (1953),1953,"New Gretna, ",Burned,0,,,Barge
Conway Brothers shipwreck (1944),1944,Bayonne,Burned,0,,,Merchantman
Coquette shipwreck (1868),1868,Little Egg Harbor,Stranded in gale,0,150000.0,,Steamship
Cora (1855) shipwreck (1855),1855,Cape May Light,Grounded,0,,,Schooner
Cora (1875) shipwreck (1875),1875,Squan Beach,Leaking badly; Grounded,0,16000.0,400.0,Schooner
Cora A Lindsey shipwreck (1855),1855,Squan Inlet S 6.5 mi,Stranded,0,,,Schooner
Cora Jean Snow shipwreck (1972),1972,Hereford Inlet,Foundered,0,,,Motor vessel
Corbella (1857) shipwreck (1857),1857,Shark River Inlet,Stranded,0,,,Schooner
Cord shipwreck (unknown),Unknown,Squan Inlet S 5.5 mi,Lost,0,,,Schooner
Cordela Newkirk shipwreck (1877),1877,Barnegat SE 40 mi,Dismasted in hurricane,0,8000.0,800.0,Schooner
Cordelia R Price (1875) shipwreck (1875),1875,Cold Spring Inlet North bar,Stranded,0,6000.0,1000.0,Schooner
Cordelia R Price (1899) shipwreck (1899),1899,Great Egg LSS WSW .75 mi,Stranded,0,2000.0,1000.0,Schooner
Cordelia R Price (1900) shipwreck (1900),1900,Great Egg LSS WSW .75 mi,Stranded,0,2000.0,,Schooner
Cordova shipwreck (1877),1877,"Cape May Point, Sea Grove",Unknown,0,,,Schooner
Cordula shipwreck (1867),1867,Squan Beach,Stranded,0,,,Schooner
Corinne shipwreck (1877),1877,Hereford Inlet SE 8 mi,Hit sunken wreck,0,8500.0,13000.0,Steamship
Corinthia shipwreck (1925),1925,"Salem, NJ",Burned,0,,,Steamship
Corinthos shipwreck (1975),1975,"Marcus Hook, PA",Collision w/ Edgar M Queeny,26,,,Tanker
Coriolan shipwreck (1854),1854,Squan Inlet S 3 mi,Stranded in fog,0,,,Bark
Cornelia shipwreck (1757),1757,Cape May,Sank,3,,,Unknown
Cornelia M Kingsland shipwreck (1895),1895,Sandy Hook Romer Shoal,Stranded,0,1500.0,300.0,Schooner
Cornelia Soule shipwreck (1887),1887,Brigantine LSS ESE 1.5 mi,Stranded,0,15000.0,2400.0,Schooner
Cornelius Grinnell (1853) shipwreck (1853),1853,Squan Beach,Stranded,0,,,Packet ship
Cornelius Grinnell (1885) shipwreck (1885),1885,Highland Light S 5 mi,Foundered,3,,,Barge
Cornelius Hargrave shipwreck (1890),1890,Barnegat Light E 8 mi,"Collision w/ ""Vizcaya""",0,62000.0,,Schooner
Cornell #20 shipwreck (1953),1953,Highlands NE 3 mi,Foundered,0,,,Motor vessel
Corrotman shipwreck (1924),1924,Delaware Bay Browns Shoal,Foundered,0,,,Barge
Corsica shipwreck (1898),1898,Atlantic City,Foundered,4,,,Schooner - Barge
Corvallis shipwreck (1925),1925,Surf City E 48 mi,Burned,0,,,Freighter
Costa Rica shipwreck (1869),1869,Squan Beach,Burned,0,,,Brig
Counter Point shipwreck (1976),1976,Strathmere E 8 mi,Burned,0,,,Yacht motor
County of Edinburgh shipwreck (1900),1900,Squan Beach LSS S 1.25 mi,Stranded,0,100000.0,,Schooner
Courageous shipwreck (1953),1953,Ocean City E 9.5 mi,Foundered,0,,,Tug
Craigneuk shipwreck (1904),1904,Brigantine Shoal SE 2.5 mi,Stranded,0,200000.0,200000.0,Steamship
Cremona shipwreck (1881),1881,Point Pleasant LSS E 1.5 mi,Stranded in fog,0,,,Bark
Creole (1852) shipwreck (1852),1852,Delaware Breakwater,Grounded,0,,,Brig
Creole (1868) shipwreck (1868),1868,Squan Inlet S 3.5 mi,Stranded in fog,0,,,Steamship
Cretanan shipwreck (1865),1865,Barnegat,Unknown,0,,,Schooner
Cricket shipwreck (1847),1847,Shrewsbury Inlet,Foundered,0,,,Steamboat
Crisis shipwreck (1872),1872,Sandy Hook,Burned,0,,,Schooner
Croatan shipwreck (1940),1940,"Ship Bottom, NJ",Foundered,0,,,Barge
Crusader (1842) shipwreck (1841),1841,Squan Inlet bar,Struck bar,3,,,Schooner
Crusader (1988) shipwreck (1988),1988,Sandy Hook,Sank,0,,,Tug
Crystal shipwreck (1925),1925,Absecon Inlet S 4 mi,Burned; Sank,5,5500.0,,Motor vessel
Crystal Wave shipwreck (1889),1889,Delaware Capes,"Collision w/ ""Cleopatra""",0,46000.0,,Sidewheel steam
Cuba shipwreck (1879),1879,Ship Bottom LSS E .75 mi,Stranded,0,2700.0,9000.0,Schooner
Culloden HMS shipwreck (1781),1781,"Montauk, NY",Unknown,0,,,Frigate
Custus W Wright shipwreck (1905),1905,Barnegat Inlet NNE .75 mi,Grounded,0,2000.0,,Schooner
Cutelin Dall 'Orso shipwreck (1879),1879,Absecon Inlet E .25 mi,Stranded,0,20000.0,,Bark
Cybele shipwreck (1879),1879,Squan Inlet,Stranded,0,500.0,,Schooner
Cyclone shipwreck (1940),1940,"Timber Creek, NJ",Burned,0,,,Barge
Cyclops shipwreck (1886),1886,"Highlands, NJ","Collision w/ tug ""Zouave""",0,,,Tug steam
Cygnet shipwreck (1917),1917,"Shady Side, NJ",Burned,0,,,Steamship
Cynthia shipwreck (1906),1906,Sandy Hook Romer Shoal,Stranded,0,,,Schooner
D B Mayhew shipwreck (1895),1895,Barnegat Inlet,Stranded,0,1000.0,,Schooner
D H Bills shipwreck (1880),1880,Delaware Breakwater E 3.5 mi,Foundered in storm,13,,,Bark
D H Bisbee shipwreck (1875),1875,Barnegat SE 30 mi,In distress,0,,,Schooner
D H Ingraham shipwreck (1886),1886,Hereford Inlet North bar,Stranded; Burned,0,8000.0,2300.0,Schooner
D J Whealton (1910) shipwreck (1910),1910,Little Beach LSS E 2 mi,Grounded,0,3000.0,900.0,Schooner
D J Whealton (1911) shipwreck (1911),1911,Barnegat LSS N 1 mi,Grounded,0,3000.0,350.0,Schooner
D K Baker shipwreck (1898),1898,Sandy Hook SE 120 mi,Abandoned,0,,,Schooner 3 masted
D M Anthony (1881) shipwreck (1881),1881,Sandy Hook LSS NNE 1.5 mi,Stranded,0,25000.0,2500.0,Schooner
D M Anthony (1883) shipwreck (1883),1883,Hereford Inlet North bar,Stranded,0,25000.0,5000.0,Schooner
D M Anthony (1895A) shipwreck (1895),1895,Sandy Hook Romer Shoal,Stranded,0,25000.0,,Schooner
D M Anthony (1895B) shipwreck (1895),1895,Forked River LSS N 1.75 mi,Stranded,0,12000.0,2800.0,Schooner
D S Goodell shipwreck (1856),1856,Squan Beach,Stranded,0,,,Bark
D W McLean shipwreck (1889),1889,Hereford Inlet South bar,Stranded,0,25000.0,3000.0,Schooner
D W Saunders shipwreck (1857),1857,Squan Beach,Stranded,0,11100.0,,Schooner
Daddy's Dream shipwreck (1987),1987,Surf City E 1.5 mi,Burned,0,,,Cabin cruiser
Daghestan shipwreck (1908),1908,"Gedney Channel, NY Harbor entrance","Collision w/ ""Catalone"" in fog",0,,,Steam freighter
Daisie shipwreck (1905),1905,"Seabright, NJ",Foundered,0,,,Schooner - Barge
Daniel B Foster shipwreck (1857),1857,Delaware Breakwater,Foundered,0,5000.0,,Schooner
Daniel Holmes shipwreck (1872),1872,Barnegat,"Collision w/ ""George Washington""",2,,,Schooner
Daniel Pierson shipwreck (1877),1877,Sandy Hook,"Collision w/ ""Irvine""",0,,,Schooner
Daniel W Baker shipwreck (1853),1853,Cape May,Foundered,0,,,Schooner
Danville shipwreck (1864),1864,Highlands E 7 mi,Burned,0,,,Schooner
Daphne shipwreck (1922),1922,Sandy Hook,Stranded,0,,,Motor vessel gas
Darby shipwreck (1907),1907,Atlantic City,Foundered,0,,,Schooner - Barge
Darien shipwreck (1948),1948,Atlantic City E 4.9 mi,Foundered,0,,,Barge
Dart shipwreck (1792),1792,"Toms River, NJ",Lost,7,,,Privateer Schooner
Dart (1903) shipwreck (1903),1903,Barnegat LSS NE 1.25 mi,Stranded,0,1000.0,,Sloop
Dart (1925) shipwreck (1925),1925,"Greenville, NJ",Foundered,0,,,Steamship
Dashaway shipwreck (1863),1863,Pecks Beach,Stranded,0,,,Brig
Dauntless shipwreck (1922),1922,"Gloucester, NJ",Burned,0,,,Sidewheel steam
David A shipwreck (1960),1960,Cape May E 65 mi,Unknown,0,,,Fishing trawler
David Atkins shipwreck (1843),1843,Unknown,Unknown,0,,,Schooner
David Collins shipwreck (1875),1875,Townsends Inlet North bar,Grounded,0,10000.0,5000.0,Schooner
David Crockett (1891) shipwreck (1891),1891,Sandy Hook Swash Channel,Collision,0,3300.0,,Schooner - Barge
David Crockett (1898) shipwreck (1898),1898,Five Fathom Bank,Stranded,0,10000.0,4900.0,Schooner - Barge
David Crockett (1899) shipwreck (1899),1899,Sandy Hook Flynns Knoll,Stranded,0,18000.0,3000.0,Schooner - Barge
David Duffel shipwreck (1863),1863,Unknown,Stranded,0,,,Brig
David G Floyd shipwreck (1886),1886,Hereford Inlet,Unknown,0,4000.0,3000.0,Schooner
David Milliken shipwreck (1878),1878,Little Egg Harbor bar,Unknown,0,12000.0,1000.0,Schooner
David Mitchell #3 (1872) shipwreck (1872),1872,Sandy Hook,Stranded,0,,,Pilot Schooner
David Mitchell #3 (1873) shipwreck (1873),1873,Sandy Hook Lightship ESE 8 mi,"Collision w/ ""W H  Aspinwall""",0,,,Pilot Schooner
David Morgan shipwreck (1898),1898,South Atlantic Ocean,Disappeared,0,,41000.0,Bark 3 Mast
David Rogers shipwreck (1845),1845,Unknown,"Struck on the ""Flogger""",0,,,Schooner
David S Siner shipwreck (1872),1872,Barnegat,Unknown,0,,,Schooner
David Smith shipwreck (1858),1858,New Jersey coast,Unknown,0,5000.0,,Schooner
David Tolck shipwreck (1879),1879,Harvey Cedars,Stranded,5,15000.0,40000.0,Schooner
Davis shipwreck (1901),1901,Squan Beach,Foundered,4,,,Schooner - Barge
Dawn shipwreck (1869),1869,Pecks Beach,Stranded,0,,,Steamship
Day shipwreck (1847),1847,Sandy Hook Light S 2 mi,Stranded,0,,,Bark
Daytona shipwreck (1925),1925,Five Fathom Bank Lightship SE 12 mi,Foundered in gale,0,60000.0,11500.0,Schooner - Barge
De Braak HMS shipwreck (1798),1798,"Lewes, DE E 3 mi",Capsized in storm,36,,15000000.0,Sloop of war
De Mora Gray (1912) shipwreck (1912),1912,Old Cranberry Inlet,Unknown,0,,,Schooner
De Mory Gray (1874) shipwreck (1874),1874,Barnegat N 6 mi,Unknown,0,,,Schooner
Deane shipwreck (1864),1864,Unknown,"Collision w/ ""W.S.Baker""",0,,,Schooner
Debbie Sue shipwreck (1957),1957,Atlantic City SE 30 mi,Unknown,0,,,Motor vessel
Deborah shipwreck (1855),1855,Absecon,Struck a rock,0,,,Schooner
Deborah H Diverty shipwreck (1884),1884,Sea Isle City LSS E 12 mi,Foundered,9,,,Schooner
Decation shipwreck (1836),1836,Unknown,Unknown,0,,,Schooner
Deceiver shipwreck (1884),1884,Barnegat Shoal,Grounded in storm,0,1500.0,200.0,Schooner
Deepwater shipwreck (1932),1932,Little Egg Harbor,Burned,0,,,Motor vessel gas
Defiance shipwreck (1972),1972,Wildwood Crest E 8 mi,Foundered,0,,,Yacht gas
Delaware (1854) shipwreck (1854),1854,Squan Inlet,Wrecked,0,,,Steamship
Delaware (1898) shipwreck (1898),1898,Manasquan Inlet NE 2.6 mi,Burned,0,250000.0,50000.0,Freighter steam
Delight (1761) shipwreck (1761),1761,Little Egg Harbor,Stranded,1,,,Schooner
Delight (1779) shipwreck (1779),1779,Unknown,Stranded in fog,0,,,Brigantine
Delores Marie shipwreck (1987),1987,Cape May S 60 mi,Damaged in storm,3,,,Trawler
Denie Hastings shipwreck (unknown),Unknown,Turtle Gut Inlet,Stranded,0,,,Schooner
Denise shipwreck (1985),1985,Barnegat Inlet E 4 mi,Thru-hull failure; Leaking badly,0,,,Dive boat
Derrick shipwreck (1946),1946,Sandy Hook E 5 mi,Sank,0,,,Salvage barge
DeWitt Clinton shipwreck (1860),1860,Squan Inlet S 8 mi,Sank,0,,,Bark
Dharwhar shipwreck (1903),1903,North Beach,Stranded in gale,0,,,Bark
Diadem shipwreck (1864),1864,Unknown,Wrecked,0,,,Unknown
Diamond State (1858) shipwreck (1858),1858,Philadelphia,Burned,0,60000.0,,Unknown
Diamond State (1896) shipwreck (1896),1896,Cape May LSS E 1.75 mi,Stranded,0,200.0,50.0,Sloop
Diane Karen II shipwreck (1983),1983,Manasquan Inlet,Struck jetty,0,,,Lobster boat
Dick Williams shipwreck (1878),1878,Little Egg Harbor bar,Stranded,0,,,Schooner
Dione shipwreck (1885),1885,Sandy Hook,Damaged in gale,0,,,Schooner
Dispatch shipwreck (1855),1855,Squan Inlet S 5 mi,Grounded,0,,,Schooner
Displains shipwreck (1924),1924,"Weehawkin, NJ",Collision,0,,,Motor vessel gas
Dixie (1893) shipwreck (1893),1893,Forked River LSS S 1.75 mi,Stranded,0,8000.0,4000.0,Schooner - Barge
Dixie (1939) shipwreck (1939),1939,"Ocean City, NJ SE 5 mi",Foundered,0,,,Yacht motor
Dixie Arrow shipwreck (1942),1942,"Hatteras, NC",Torpedoed,0,,,Unknown
Dolphin (1777) shipwreck (1777),1777,Delaware Bay,Lost in battle w/ British,0,,,Warship
Dolphin (1808) shipwreck (1808),1808,Cape May,Stranded,0,,,Brig
Dolphin (1889) shipwreck (1889),1889,Cape May LSS N 1.5 mi,Stranded,0,300.0,,Sloop
Dolphin (1892) shipwreck (1892),1892,Hereford Inlet North bar,Stranded after engine failure,0,5000.0,,Steamship
Donal - Ena shipwreck (1885),1885,New Jersey coast,In distress; Damaged in gale,0,,,Bark
Donaldson shipwreck (1808),1808,Squan Beach,Stranded,0,,,Ship
Dora M French shipwreck (1884),1884,Barnegat,Damaged in gale,0,,,Schooner
Dorah A Baker shipwreck (1867),1867,"Long Branch, NJ",Stranded,0,8000.0,,Schooner
Dorcas shipwreck (1837),1837,Delaware Breakwater,Grounded,0,,,Schooner
Dorchester shipwreck (1844),1844,Mid-Atlantic Ocean,Battered in storm; Abandoned,2,28000.0,200000.0,Packet ship
Dorian shipwreck (1886),1886,Sandy Hook Point,Stranded in fog,0,100000.0,60000.0,Steamship
Dorin shipwreck (1923),1923,Delaware Bay NJ side,Drifting; Bowsprit broken,0,25000.0,,Schooner
Doris Eckhoff shipwreck (1888),1888,Barnegat SE 2 mi,Damaged in blizzard,0,,,Bark
Doris M Hawes shipwreck (1940),1940,Five Fathom Bank Lightship ESE 55 mi,Foundered,0,,,Fishing boat
Dorothy B Barrett shipwreck (1918),1918,"Angelsea, NJ SE 22 mi",Unknown,0,,,Schooner
Dorwina shipwreck (1920),1920,Unknown,Burned,0,,,Motor vessel gas
Douglass shipwreck (1880),1880,Pecks Beach,Wrecked in heavy fog,0,8000.0,17000.0,Bark
Dove shipwreck (1750),1750,Sandy Hook,Cast away,0,,,Sloop
Dr John Stradley shipwreck (1875),1875,Cape May,Stranded,0,1500.0,250.0,Schooner
Dr R Proctor shipwreck (1864),1864,Sandy Hook,Grounded during gale,0,,,Schooner
Dragon shipwreck (1870),1870,Sandy Hook,Collision w/ Spanish Gunboat #18,0,,,Schooner
Dreadnaught shipwreck (1898),1898,Barnegat Inlet,Stranded,0,900.0,100.0,Sloop
Dredge # 12 shipwreck (1939),1939,Bayonne,Burned,0,,,Barge
Druidhill shipwreck (1940),1940,Belmar E,Sank,0,,,Barge
Dry Dock shipwreck (1961),1961,Beach Haven Inlet E 5 mi,Foundered in storm,0,,,Dry dock
Dual Barges shipwreck (unknown),Unknown,Brigantine E 11 mi,Unknown,0,,,Barges
Duchess shipwreck (1963),1963,Barnegat Light N 9 mi,Burned,0,,,Motor vessel
Duchess Orleans shipwreck (1848),1848,Sandy Hook,Stranded,0,40000.0,750000.0,Ship
Duke of Argyle shipwreck (1756),1756,Unknown,Stranded,0,,,Troop transport
Duncan shipwreck (1855),1855,Cape May,Foundered in gale,0,,,Brig
Duque de Braganza de Lexas shipwreck (1856),1856,Long Beach Island,Stranded,0,,,Bark
Durley Chine shipwreck (1917),1917,Sandy Hook E 60 mi,Collision w/ British steamer,0,,,Steamship
Durock shipwreck (1850),1850,Little Egg Harbor shoal,Stranded in storm,0,,,Schooner
Dyre shipwreck (1714),1714,Egg Harbor,Stranded,0,,,Sloop
E & C Dayton shipwreck (1875),1875,Long Branch  S 4 mi,"Stranded on wreck of ""Lizzie Maul""",0,,,Schooner
E A Conklin shipwreck (1871),1871,Absecon,Capsized & drifted derelict,0,,,Schooner 3 masted
E A Johnson shipwreck (1860),1860,Sandy Hook,Abandoned,0,,,Sloop
E and L shipwreck (1842),1842,Barnegat E 24 mi,Abandoned,0,,,Unknown
E and L Cordery shipwreck (1878),1878,Cape May Light E 8 mi,Foundered after being rammed,0,10000.0,3500.0,Schooner
E Arcularis shipwreck (1895),1895,Sandy Hook Point,Stranded in storm,0,1000.0,825.0,Schooner
E B Fithian (1881) shipwreck (1881),1881,Hereford Inlet South bar,Stranded,0,1500.0,1000.0,Schooner
E B Fithian (1883) shipwreck (1883),1883,Point Creek,Stranded,0,1000.0,500.0,Schooner
E B Leisenring shipwreck (1884),1884,Highlands SSE 10 mi,"Collision w/ ""Hiawatha""",0,,,Schooner
E C Hay shipwreck (1906),1906,Hudson River Hoboken E,Collision w/ C F Tietgen,0,,,Schooner
E C Knight shipwreck (1887),1887,Little Egg Harbor,Collision,0,,,Steamship
E C Knight Jr (1891) shipwreck (1891),1891,Brigantine Beach,Dismasted,0,2500.0,2500.0,Schooner
E C Knight Jr (1903) shipwreck (1903),1903,Cape May SE 5 mi,"Collision w/ ""Rebecca M Smith""",0,5000.0,1600.0,Schooner
E Clossen shipwreck (1869),1869,Sandy Hook Point,Stranded,0,,,Schooner
E F C Young (1895) shipwreck (1895),1895,Absecon Beach North Point,Stranded,0,6000.0,,Schooner
E F C Young (1897) shipwreck (1897),1897,Spermaceti Cove LSS N 1 mi,Foundered in gale,0,5000.0,475.0,Schooner
E F Lewis shipwreck (1864),1864,Unknown,"Sunk by ""Ol Ustee""",0,,,Schooner
E G Willard shipwreck (1965),1965,Seven Mile Beach,Stranded,0,,,Schooner
E H Atwood shipwreck (1878),1878,Deal Beach,Stranded in gale,0,4000.0,1200.0,Schooner
E H Blum shipwreck (1942),1942,"Cape Henry, VA",Hit German mine,0,,,Tanker
E H Weaver shipwreck (1896),1896,Sandy Hook Romer Shoal,Stranded,0,10000.0,,Schooner
E H Williams (1880) shipwreck (1880),1880,"Long Branch, NJ","Collision w/ ""Lydia Middleton""",0,,,Schooner
E H Williams (1884) shipwreck (1884),1884,Great Egg Harbor E,Collision,0,,,Schooner
E H Williams (1885) shipwreck (1885),1885,Holly Beach E 1.25 mi,Wrecked,0,8000.0,720.0,Schooner
E J Hamilton shipwreck (1881),1881,Sandy Hook Point,Stranded,0,5000.0,1000.0,Schooner
E M Greenman shipwreck (1884),1884,Shrewsbury River Mouth,Wrecked,0,,,Canal boat
E Nickerson shipwreck (1876),1876,Turtle Gut Inlet North bar,Stranded,0,7000.0,300.0,Schooner
E P Swett shipwreck (1871),1871,Sandy Hook SE 5 mi,Foundered,4,,,Brig
E R Haggett shipwreck (1927),1927,Brigantine Gas Buoy,Unknown,0,,,Schooner - Barge
E S Atwood shipwreck (1902),1902,Sandy Hook Lightship E 11 mi,Foundered,0,,,Tug
E S Conant shipwreck (1865),1865,Townsends Inlet bar,Stranded,0,,,Schooner
